branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth,source_runtime_stage,base_runtime_stage,program_name,base_variant_program_name,runtime_seconds,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,failure_class,exact,read_observation_count,memory_read_count,stack_read_count,reference_step_count,memory_operation_count,memory_load_count,memory_store_count,unique_address_count,hottest_address,hottest_address_share,failure_axis_tags
extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,2.5,plus_two,baseline,0,140,350,10240,25682,2746,6883,4,8,0,40320,16,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u12_h2p5_cplus_two_kbaseline_seed0,bytecode_subroutine_braid_long_350_a176,0.24318610003683716,35455.037182801745,True,True,,,,True,5620,1753,3867,6859,2815,1753,1062,12,176,0.49804618117229127,"long_family,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,2.5,plus_two,baseline,1,140,350,10240,25682,2746,6883,4,8,0,40336,16,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u12_h2p5_cplus_two_kbaseline_seed1,bytecode_subroutine_braid_long_350_a208,0.2369932000292465,34552.15046351458,True,True,,,,True,5620,1753,3867,6859,2815,1753,1062,12,208,0.49804618117229127,"long_family,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kflattened,extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,2.5,plus_two,flattened,0,140,350,10240,31330,2746,12531,4,8,353,40384,5664,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u12_h2p5_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_350_a176,0.4949198999674991,39571.43199548245,True,True,,,,True,8444,1753,6691,12507,5639,1753,3886,12,176,0.24862564284447597,"long_family,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kflattened,extended_probe_subroutine_braid_long_u12_h2p5_cplus_two_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,2.5,plus_two,flattened,1,140,350,10240,31330,2746,12531,4,8,353,40400,5664,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u12_h2p5_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_350_a208,0.3840534999035299,30707.084025228265,True,True,,,,True,8444,1753,6691,12507,5639,1753,3886,12,208,0.24862564284447597,"long_family,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,3.0,plus_one,baseline,0,140,420,10240,30801,2746,8255,4,8,0,40448,16,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u12_h3p0_cplus_one_kbaseline_seed0,bytecode_subroutine_braid_long_420_a176,0.2591117999982089,31510.61656308025,True,True,,,,True,6740,2103,4637,8223,3375,2103,1272,12,176,0.49837037037037035,"long_family,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,3.0,plus_one,baseline,1,140,420,10240,30801,2746,8255,4,8,0,40464,16,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u12_h3p0_cplus_one_kbaseline_seed1,bytecode_subroutine_braid_long_420_a208,0.2481278000632301,30174.851035294916,True,True,,,,True,6740,2103,4637,8223,3375,2103,1272,12,208,0.49837037037037035,"long_family,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kflattened,extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,3.0,plus_one,flattened,0,140,420,10240,37569,2746,15023,4,8,423,40512,6784,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u12_h3p0_cplus_one_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.4649164999136701,31013.041152269372,True,True,,,,True,10124,2103,8021,14991,6759,2103,4656,12,176,0.24885338067761503,"long_family,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kflattened,extended_probe_subroutine_braid_long_u12_h3p0_cplus_one_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,3.0,plus_one,flattened,1,140,420,10240,37569,2746,15023,4,8,423,40528,6784,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u12_h3p0_cplus_one_kflattened_seed1,bytecode_subroutine_braid_long_420_a208,0.536499899928458,35788.13287495551,True,True,,,,True,10124,2103,8021,14991,6759,2103,4656,12,208,0.24885338067761503,"long_family,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,3.0,plus_two,baseline,0,140,420,10240,30802,2746,8256,4,8,0,40576,16,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u12_h3p0_cplus_two_kbaseline_seed0,bytecode_subroutine_braid_long_420_a176,0.15924539999105036,19363.497080623827,True,True,,,,True,6740,2103,4637,8224,3375,2103,1272,12,176,0.49837037037037035,"long_family,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,3.0,plus_two,baseline,1,140,420,10240,30802,2746,8256,4,8,0,40592,16,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u12_h3p0_cplus_two_kbaseline_seed1,bytecode_subroutine_braid_long_420_a208,0.1654345999704674,20116.07489913271,True,True,,,,True,6740,2103,4637,8224,3375,2103,1272,12,208,0.49837037037037035,"long_family,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kflattened,extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,3.0,plus_two,flattened,0,140,420,10240,37570,2746,15024,4,8,423,40640,6784,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u12_h3p0_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.6795952999964356,45330.52961555734,True,True,,,,True,10124,2103,8021,14992,6759,2103,4656,12,176,0.24885338067761503,"long_family,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kflattened,extended_probe_subroutine_braid_long_u12_h3p0_cplus_two_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,3.0,plus_two,flattened,1,140,420,10240,37570,2746,15024,4,8,423,40656,6784,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u12_h3p0_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_420_a208,0.5998625999782234,40012.17982778972,True,True,,,,True,10124,2103,8021,14992,6759,2103,4656,12,208,0.24885338067761503,"long_family,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,2.5,plus_one,baseline,0,140,350,10240,25697,2746,6898,4,16,0,40704,32,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u20_h2p5_cplus_one_kbaseline_seed0,bytecode_subroutine_braid_long_350_a176,0.24193519994150847,35195.69391060641,True,True,,,,True,5628,1753,3875,6874,2823,1753,1070,20,176,0.49663478568898334,"long_family,high_unique_address_target,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,2.5,plus_one,baseline,1,140,350,10240,25697,2746,6898,4,16,0,40720,32,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u20_h2p5_cplus_one_kbaseline_seed1,bytecode_subroutine_braid_long_350_a208,0.13301490002777427,19350.43643115715,True,True,,,,True,5628,1753,3875,6874,2823,1753,1070,20,208,0.49663478568898334,"long_family,high_unique_address_target,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kflattened,extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,2.5,plus_one,flattened,0,140,350,10240,31361,2746,12562,4,16,177,40768,5696,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u20_h2p5_cplus_one_kflattened_seed0,bytecode_subroutine_braid_long_350_a176,0.35718479997012764,28488.17993062112,True,True,,,,True,8460,1753,6707,12538,5655,1753,3902,20,176,0.24792219274977895,"long_family,high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kflattened,extended_probe_subroutine_braid_long_u20_h2p5_cplus_one_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,2.5,plus_one,flattened,1,140,350,10240,31361,2746,12562,4,16,177,40784,5696,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u20_h2p5_cplus_one_kflattened_seed1,bytecode_subroutine_braid_long_350_a208,0.37669930001720786,30044.608391865357,True,True,,,,True,8460,1753,6707,12538,5655,1753,3902,20,208,0.24792219274977895,"long_family,high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,2.5,plus_two,baseline,0,140,350,10240,25698,2746,6899,4,16,0,40832,32,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u20_h2p5_cplus_two_kbaseline_seed0,bytecode_subroutine_braid_long_350_a176,0.2371680000796914,34497.163647955116,True,True,,,,True,5628,1753,3875,6875,2823,1753,1070,20,176,0.49663478568898334,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,2.5,plus_two,baseline,1,140,350,10240,25698,2746,6899,4,16,0,40848,32,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u20_h2p5_cplus_two_kbaseline_seed1,bytecode_subroutine_braid_long_350_a208,0.22356219997163862,32518.13817769289,True,True,,,,True,5628,1753,3875,6875,2823,1753,1070,20,208,0.49663478568898334,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kflattened,extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,2.5,plus_two,flattened,0,140,350,10240,31362,2746,12563,4,16,177,40896,5696,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a176_r22_u20_h2p5_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_350_a176,0.3777643999783322,30127.15527381228,True,True,,,,True,8460,1753,6707,12539,5655,1753,3902,20,176,0.24792219274977895,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kflattened,extended_probe_subroutine_braid_long_u20_h2p5_cplus_two_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,2.5,plus_two,flattened,1,140,350,10240,31362,2746,12563,4,16,177,40912,5696,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_350_a208_r22_u20_h2p5_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_350_a208,0.37620390008669347,30002.703571791488,True,True,,,,True,8460,1753,6707,12539,5655,1753,3902,20,208,0.24792219274977895,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_one,baseline,0,140,420,10240,30817,2746,8271,4,16,0,40960,32,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u20_h3p0_cplus_one_kbaseline_seed0,bytecode_subroutine_braid_long_420_a176,0.16082710004411638,19520.22090594931,True,True,,,,True,6748,2103,4645,8239,3383,2103,1280,20,176,0.4971918415607449,"long_family,high_unique_address_target,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_one,baseline,1,140,420,10240,30817,2746,8271,4,16,0,40976,32,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u20_h3p0_cplus_one_kbaseline_seed1,bytecode_subroutine_braid_long_420_a208,0.152322500012815,18487.983980193592,True,True,,,,True,6748,2103,4645,8239,3383,2103,1280,20,208,0.4971918415607449,"long_family,high_unique_address_target,plus_one_checkpoint_depth"
extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kflattened,extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_one,flattened,0,140,420,10240,37601,2746,15055,4,16,212,41024,6816,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u20_h3p0_cplus_one_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.6276408999692649,41778.666043351186,True,True,,,,True,10140,2103,8037,15023,6775,2103,4672,20,176,0.24826568265682658,"long_family,high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kflattened,extended_probe_subroutine_braid_long_u20_h3p0_cplus_one_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_one,flattened,1,140,420,10240,37601,2746,15055,4,16,212,41040,6816,1,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r22_u20_h3p0_cplus_one_kflattened_seed1,bytecode_subroutine_braid_long_420_a208,0.5635278000263497,37511.003130290206,True,True,,,,True,10140,2103,8037,15023,6775,2103,4672,20,208,0.24826568265682658,"long_family,high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target"
extended_probe_subroutine_braid_long_u20_h3p0_cplus_two_kbaseline,extended_probe_subroutine_braid_long_u20_h3p0_cplus_two_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_two,baseline,0,140,420,10240,30818,2746,8272,4,16,0,41088,32,2,r21_d0_exact_executor_boundary_break_map,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r22_u20_h3p0_cplus_two_kbaseline_seed0,bytecode_subroutine_braid_long_420_a176,0.14921409997623414,18108.507278669193,True,True,,,,True,6748,2103,4645,8240,3383,2103,1280,20,176,0.4971918415607449,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
