branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth
checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened,checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened_seed1,checkpoint_depth_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.0,plus_three,flattened,1,180,540,10240,43835,4788,27415,6,14,465,40720,13048,3
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed0,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_two,flattened,0,140,420,10240,37602,2746,15056,4,16,212,40768,6816,2
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed1,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_two,flattened,1,140,420,10240,37602,2746,15056,4,16,212,40784,6816,2
unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed0,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,24,3.0,plus_two,flattened,0,140,420,10240,37626,2746,15080,4,20,170,40832,6840,2
unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed1,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,24,3.0,plus_two,flattened,1,140,420,10240,37626,2746,15080,4,20,170,40848,6840,2
unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened_seed0,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,28,3.0,plus_two,flattened,0,140,420,10240,37602,2746,15056,4,24,141,40896,6816,2
unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened_seed1,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,28,3.0,plus_two,flattened,1,140,420,10240,37602,2746,15056,4,24,141,40912,6816,2
horizon_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened,horizon_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened_seed0,horizon_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.5,plus_two,flattened,0,140,490,10240,43842,2746,17549,4,16,247,40960,7936,2
horizon_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened,horizon_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened_seed1,horizon_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.5,plus_two,flattened,1,140,490,10240,43842,2746,17549,4,16,247,40976,7936,2
horizon_extension_subroutine_braid_long_u20_h4p0_cplus_two_kflattened,horizon_extension_subroutine_braid_long_u20_h4p0_cplus_two_kflattened_seed0,horizon_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,4.0,plus_two,flattened,0,140,560,10240,50082,2746,20042,4,16,282,41024,9056,2
horizon_extension_subroutine_braid_long_u20_h4p0_cplus_two_kflattened,horizon_extension_subroutine_braid_long_u20_h4p0_cplus_two_kflattened_seed1,horizon_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,4.0,plus_two,flattened,1,140,560,10240,50082,2746,20042,4,16,282,41040,9056,2
checkpoint_depth_extension_subroutine_braid_long_u20_h3p0_cplus_three_kflattened,checkpoint_depth_extension_subroutine_braid_long_u20_h3p0_cplus_three_kflattened_seed0,checkpoint_depth_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_three,flattened,0,140,420,10240,37603,2746,15057,4,16,212,41088,6816,3
checkpoint_depth_extension_subroutine_braid_long_u20_h3p0_cplus_three_kflattened,checkpoint_depth_extension_subroutine_braid_long_u20_h3p0_cplus_three_kflattened_seed1,checkpoint_depth_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_three,flattened,1,140,420,10240,37603,2746,15057,4,16,212,41104,6816,3
candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed0,candidate_core,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,2.0,plus_one,flattened,0,60,120,2560,8101,1608,6133,6,2,728,41152,2916,1
candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed1,candidate_core,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,2.0,plus_one,flattened,1,60,120,2560,8101,1608,6133,6,2,728,41168,2916,1
unique_address_extension_helper_checkpoint_braid_u10_h2p0_cplus_one_kflattened,unique_address_extension_helper_checkpoint_braid_u10_h2p0_cplus_one_kflattened_seed0,unique_address_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,10,2.0,plus_one,flattened,0,60,120,2560,8105,1608,6137,6,4,364,41216,2920,1
unique_address_extension_helper_checkpoint_braid_u10_h2p0_cplus_one_kflattened,unique_address_extension_helper_checkpoint_braid_u10_h2p0_cplus_one_kflattened_seed1,unique_address_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,10,2.0,plus_one,flattened,1,60,120,2560,8105,1608,6137,6,4,364,41232,2920,1
unique_address_extension_helper_checkpoint_braid_u12_h2p0_cplus_one_kflattened,unique_address_extension_helper_checkpoint_braid_u12_h2p0_cplus_one_kflattened_seed0,unique_address_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,12,2.0,plus_one,flattened,0,60,120,2560,8113,1608,6145,6,6,243,41280,2928,1
unique_address_extension_helper_checkpoint_braid_u12_h2p0_cplus_one_kflattened,unique_address_extension_helper_checkpoint_braid_u12_h2p0_cplus_one_kflattened_seed1,unique_address_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,12,2.0,plus_one,flattened,1,60,120,2560,8113,1608,6145,6,6,243,41296,2928,1
horizon_extension_helper_checkpoint_braid_u8_h2p5_cplus_one_kflattened,horizon_extension_helper_checkpoint_braid_u8_h2p5_cplus_one_kflattened_seed0,horizon_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,2.5,plus_one,flattened,0,60,150,2560,10109,1608,7665,6,2,910,41344,3644,1
horizon_extension_helper_checkpoint_braid_u8_h2p5_cplus_one_kflattened,horizon_extension_helper_checkpoint_braid_u8_h2p5_cplus_one_kflattened_seed1,horizon_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,2.5,plus_one,flattened,1,60,150,2560,10109,1608,7665,6,2,910,41360,3644,1
horizon_extension_helper_checkpoint_braid_u8_h3p0_cplus_one_kflattened,horizon_extension_helper_checkpoint_braid_u8_h3p0_cplus_one_kflattened_seed0,horizon_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,3.0,plus_one,flattened,0,60,180,2560,12117,1608,9197,6,2,1092,41408,4372,1
horizon_extension_helper_checkpoint_braid_u8_h3p0_cplus_one_kflattened,horizon_extension_helper_checkpoint_braid_u8_h3p0_cplus_one_kflattened_seed1,horizon_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,3.0,plus_one,flattened,1,60,180,2560,12117,1608,9197,6,2,1092,41424,4372,1
checkpoint_depth_extension_helper_checkpoint_braid_u8_h2p0_cplus_two_kflattened,checkpoint_depth_extension_helper_checkpoint_braid_u8_h2p0_cplus_two_kflattened_seed0,checkpoint_depth_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,2.0,plus_two,flattened,0,60,120,2560,8102,1608,6134,6,2,728,41472,2916,2
checkpoint_depth_extension_helper_checkpoint_braid_u8_h2p0_cplus_two_kflattened,checkpoint_depth_extension_helper_checkpoint_braid_u8_h2p0_cplus_two_kflattened_seed1,checkpoint_depth_extension,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,2.0,plus_two,flattened,1,60,120,2560,8102,1608,6134,6,2,728,41488,2916,2
candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened,candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed0,candidate_core,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,2.0,plus_one,flattened,0,80,160,5120,12897,1576,5745,4,2,647,41536,2592,1
candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened,candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed1,candidate_core,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,2.0,plus_one,flattened,1,80,160,5120,12897,1576,5745,4,2,647,41552,2592,1
unique_address_extension_subroutine_braid_u8_h2p0_cplus_one_kflattened,unique_address_extension_subroutine_braid_u8_h2p0_cplus_one_kflattened_seed0,unique_address_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,8,2.0,plus_one,flattened,0,80,160,5120,12905,1576,5753,4,4,324,41600,2600,1
unique_address_extension_subroutine_braid_u8_h2p0_cplus_one_kflattened,unique_address_extension_subroutine_braid_u8_h2p0_cplus_one_kflattened_seed1,unique_address_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,8,2.0,plus_one,flattened,1,80,160,5120,12905,1576,5753,4,4,324,41616,2600,1
unique_address_extension_subroutine_braid_u10_h2p0_cplus_one_kflattened,unique_address_extension_subroutine_braid_u10_h2p0_cplus_one_kflattened_seed0,unique_address_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,10,2.0,plus_one,flattened,0,80,160,5120,12909,1576,5757,4,6,216,41664,2604,1
unique_address_extension_subroutine_braid_u10_h2p0_cplus_one_kflattened,unique_address_extension_subroutine_braid_u10_h2p0_cplus_one_kflattened_seed1,unique_address_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,10,2.0,plus_one,flattened,1,80,160,5120,12909,1576,5757,4,6,216,41680,2604,1
horizon_extension_subroutine_braid_u6_h2p5_cplus_one_kflattened,horizon_extension_subroutine_braid_u6_h2p5_cplus_one_kflattened_seed0,horizon_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,2.5,plus_one,flattened,0,80,200,5120,16105,1576,7181,4,2,809,41728,3240,1
horizon_extension_subroutine_braid_u6_h2p5_cplus_one_kflattened,horizon_extension_subroutine_braid_u6_h2p5_cplus_one_kflattened_seed1,horizon_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,2.5,plus_one,flattened,1,80,200,5120,16105,1576,7181,4,2,809,41744,3240,1
horizon_extension_subroutine_braid_u6_h3p0_cplus_one_kflattened,horizon_extension_subroutine_braid_u6_h3p0_cplus_one_kflattened_seed0,horizon_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,3.0,plus_one,flattened,0,80,240,5120,19313,1576,8617,4,2,971,41792,3888,1
horizon_extension_subroutine_braid_u6_h3p0_cplus_one_kflattened,horizon_extension_subroutine_braid_u6_h3p0_cplus_one_kflattened_seed1,horizon_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,3.0,plus_one,flattened,1,80,240,5120,19313,1576,8617,4,2,971,41808,3888,1
checkpoint_depth_extension_subroutine_braid_u6_h2p0_cplus_two_kflattened,checkpoint_depth_extension_subroutine_braid_u6_h2p0_cplus_two_kflattened_seed0,checkpoint_depth_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,2.0,plus_two,flattened,0,80,160,5120,12898,1576,5746,4,2,647,41856,2592,2
checkpoint_depth_extension_subroutine_braid_u6_h2p0_cplus_two_kflattened,checkpoint_depth_extension_subroutine_braid_u6_h2p0_cplus_two_kflattened_seed1,checkpoint_depth_extension,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,2.0,plus_two,flattened,1,80,160,5120,12898,1576,5746,4,2,647,41872,2592,2
