branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth,source_runtime_stage,base_runtime_stage,program_name,base_variant_program_name,runtime_seconds,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,failure_class,exact,read_observation_count,memory_read_count,stack_read_count,reference_step_count,memory_operation_count,memory_load_count,memory_store_count,unique_address_count,hottest_address,hottest_address_share,failure_axis_tags,authorization_source_stage,execution_stage
checkpoint_depth_extension_checkpoint_replay_long_u32_h3p0_cplus_three_kflattened,checkpoint_depth_extension_checkpoint_replay_long_u32_h3p0_cplus_three_kflattened_seed0,checkpoint_depth_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,32,3.0,plus_three,flattened,0,100,300,12800,46425,3126,17339,9,23,172,40320,7958,3,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_300_a128_r26_u32_h3p0_cplus_three_kflattened_seed0,bytecode_checkpoint_replay_long_300_a128,0.523133400012739,30258.164151352827,True,True,,,,True,13199,2704,10495,17289,7892,2704,5188,32,128,0.15230613279270147,"long_family,high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
checkpoint_depth_extension_checkpoint_replay_long_u32_h3p0_cplus_three_kflattened,checkpoint_depth_extension_checkpoint_replay_long_u32_h3p0_cplus_three_kflattened_seed1,checkpoint_depth_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,32,3.0,plus_three,flattened,1,100,300,12800,46425,3126,17339,9,23,172,40336,7958,3,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_300_a144_r26_u32_h3p0_cplus_three_kflattened_seed1,bytecode_checkpoint_replay_long_300_a144,0.5576547000091523,32254.884609240115,True,True,,,,True,13199,2704,10495,17289,7892,2704,5188,32,144,0.15230613279270147,"long_family,high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened_seed0,candidate_core,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,3.0,plus_two,flattened,0,180,540,10240,43834,4788,27414,6,14,465,40384,13048,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s0_r26_u20_h3p0_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_540_a312_s0,0.7555847999174148,27598.24676446106,True,True,,,,True,18955,3782,15173,27378,13012,3782,9230,20,312,0.1661543190900707,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened_seed1,candidate_core,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.0,plus_two,flattened,1,180,540,10240,43834,4788,27414,6,14,465,40400,13048,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s1_r26_u20_h3p0_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_540_a312_s1,0.927745099994354,33886.51837220958,True,True,,,,True,18955,3782,15173,27378,13012,3782,9230,20,312,0.1661543190900707,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened_seed0,unique_address_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,24,3.0,plus_two,flattened,0,180,540,10240,43854,4788,27434,6,18,362,40448,13068,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s0_r26_u24_h3p0_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_540_a312_s0,0.869183300063014,31724.33389528484,True,True,,,,True,18965,3782,15183,27398,13022,3782,9240,24,312,0.1660267240055291,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened_seed1,unique_address_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,24,3.0,plus_two,flattened,1,180,540,10240,43854,4788,27434,6,18,362,40464,13068,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s1_r26_u24_h3p0_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_540_a312_s1,0.8188159000128508,29885.973429186466,True,True,,,,True,18965,3782,15183,27398,13022,3782,9240,24,312,0.1660267240055291,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_helper_checkpoint_braid_long_u28_h3p0_cplus_two_kflattened,unique_address_extension_helper_checkpoint_braid_long_u28_h3p0_cplus_two_kflattened_seed0,unique_address_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,28,3.0,plus_two,flattened,0,180,540,10240,43854,4788,27434,6,22,296,40512,13068,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s0_r26_u28_h3p0_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_540_a312_s0,0.7829036000184715,28575.20987000772,True,True,,,,True,18965,3782,15183,27398,13022,3782,9240,28,312,0.1660267240055291,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_helper_checkpoint_braid_long_u28_h3p0_cplus_two_kflattened,unique_address_extension_helper_checkpoint_braid_long_u28_h3p0_cplus_two_kflattened_seed1,unique_address_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,28,3.0,plus_two,flattened,1,180,540,10240,43854,4788,27434,6,22,296,40528,13068,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s1_r26_u28_h3p0_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_540_a312_s1,0.7972502999473363,29098.85027912024,True,True,,,,True,18965,3782,15183,27398,13022,3782,9240,28,312,0.1660267240055291,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
horizon_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened,horizon_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened_seed0,horizon_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,3.5,plus_two,flattened,0,180,630,10240,51110,4788,31964,6,14,542,40576,15204,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s0_r26_u20_h3p5_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_630_a312_s0,1.0518830000655726,32954.76048953829,True,True,,,,True,22103,4412,17691,31919,15170,4412,10758,20,312,0.16624917600527356,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
horizon_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened,horizon_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened_seed1,horizon_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.5,plus_two,flattened,1,180,630,10240,51110,4788,31964,6,14,542,40592,15204,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s1_r26_u20_h3p5_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_630_a312_s1,1.071178000071086,33559.259377520786,True,True,,,,True,22103,4412,17691,31919,15170,4412,10758,20,312,0.16624917600527356,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
horizon_extension_helper_checkpoint_braid_long_u20_h4p0_cplus_two_kflattened,horizon_extension_helper_checkpoint_braid_long_u20_h4p0_cplus_two_kflattened_seed0,horizon_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,4.0,plus_two,flattened,0,180,720,10240,58414,4788,36542,6,14,620,40640,17388,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_720_a312_s0_r26_u20_h4p0_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_720_a312_s0,1.2102442999603227,33168.28272199963,True,True,,,,True,25265,5042,20223,36488,17342,5042,12300,20,312,0.16618613770038057,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
horizon_extension_helper_checkpoint_braid_long_u20_h4p0_cplus_two_kflattened,horizon_extension_helper_checkpoint_braid_long_u20_h4p0_cplus_two_kflattened_seed1,horizon_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,4.0,plus_two,flattened,1,180,720,10240,58414,4788,36542,6,14,620,40656,17388,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_720_a312_s1_r26_u20_h4p0_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_720_a312_s1,1.1651767999865115,31933.1506244933,True,True,,,,True,25265,5042,20223,36488,17342,5042,12300,20,312,0.16618613770038057,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened,checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened_seed0,checkpoint_depth_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,3.0,plus_three,flattened,0,180,540,10240,43835,4788,27415,6,14,465,40704,13048,3,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s0_r26_u20_h3p0_cplus_three_kflattened_seed0,bytecode_helper_checkpoint_braid_long_540_a312_s0,0.8174383000005037,29856.397238778027,True,True,,,,True,18955,3782,15173,27379,13012,3782,9230,20,312,0.1661543190900707,"long_family,high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened,checkpoint_depth_extension_helper_checkpoint_braid_long_u20_h3p0_cplus_three_kflattened_seed1,checkpoint_depth_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.0,plus_three,flattened,1,180,540,10240,43835,4788,27415,6,14,465,40720,13048,3,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_540_a312_s1_r26_u20_h3p0_cplus_three_kflattened_seed1,bytecode_helper_checkpoint_braid_long_540_a312_s1,0.7853396999416873,28684.01694516554,True,True,,,,True,18955,3782,15173,27379,13012,3782,9230,20,312,0.1661543190900707,"long_family,high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed0,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_two,flattened,0,140,420,10240,37602,2746,15056,4,16,212,40768,6816,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r26_u20_h3p0_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.35166929999832064,23407.168530239658,True,True,,,,True,10140,2103,8037,15024,6775,2103,4672,20,176,0.24826568265682658,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed1,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_two,flattened,1,140,420,10240,37602,2746,15056,4,16,212,40784,6816,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r26_u20_h3p0_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_420_a208,0.35148640000261366,23394.994675360333,True,True,,,,True,10140,2103,8037,15024,6775,2103,4672,20,208,0.24826568265682658,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed0,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,24,3.0,plus_two,flattened,0,140,420,10240,37626,2746,15080,4,20,170,40832,6840,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r26_u24_h3p0_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.4014818000141531,26680.077087596565,True,True,,,,True,10152,2103,8049,15048,6787,2103,4684,24,176,0.24782672756740828,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed1,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,24,3.0,plus_two,flattened,1,140,420,10240,37626,2746,15080,4,20,170,40848,6840,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a208_r26_u24_h3p0_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_420_a208,0.3610377999721095,23992.410949768044,True,True,,,,True,10152,2103,8049,15048,6787,2103,4684,24,208,0.24782672756740828,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened,unique_address_extension_subroutine_braid_long_u28_h3p0_cplus_two_kflattened_seed0,unique_address_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,28,3.0,plus_two,flattened,0,140,420,10240,37602,2746,15056,4,24,141,40896,6816,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_420_a176_r26_u28_h3p0_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_420_a176,0.33029080007690936,21984.211932701633,True,True,,,,True,10140,2103,8037,15024,6775,2103,4672,28,176,0.24826568265682658,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target",r30_d0_boundary_reauthorization_packet,r32_d0_family_local_boundary_sharp_zoom
